Frame28,|['196,221,572,973', '684,556,796,780', '565,196,818,768', '644,621,1355,1376', '196,221,768,1194', '565,196,1383,964', '644,621,1999,1997', '196,221,964,1415', '565,196,1948,1160', '644,621,2643,2618', '196,221,1160,1636', '565,196,2513,1356']|
Frame29,[]
Frame30,|['275,245,357,409']|
Frame31,|['724,719,818,921', '656,533,728,676', '720,119,803,284', '724,719,1542,1640', '720,119,1523,403', '724,719,2266,2359', '720,119,2243,522']|
Frame32,|['229,149,604,898', '229,149,833,1047']|
Frame33,|['469,467,585,700']|
Frame34,[]
Frame35,[]
Frame36,|['302,623,473,965', '580,517,684,725', '180,452,309,709', '302,623,775,1588', '580,517,1264,1242', '180,452,489,1161', '302,623,1077,2211', '580,517,1844,1759', '180,452,669,1613', '302,623,1379,2834', '580,517,2424,2276']|
Frame37,|['225,113,607,877']|
Frame38,|['48,269,298,770', '415,339,621,751', '577,509,692,739', '246,435,390,723', '622,354,721,553', '577,509,1269,1248', '246,435,636,1158', '415,339,1036,1090', '48,269,346,1039', '622,354,1343,907', '577,509,1846,1757', '246,435,882,1593', '48,269,394,1308', '577,509,2423,2266', '246,435,1128,2028', '48,269,442,1577', '577,509,3000,2775', '48,269,490,1846']|
Frame39,|['242,213,586,901', '439,231,765,884', '439,231,1204,1115']|
Frame40,|['220,138,591,880', '589,304,677,479', '220,138,811,1018', '589,304,1266,783']|
